rank,ime,drzava,rating,letnik
67,"Huebner, Robert Dr.",GER,2612,1948
68,"Rustemov, Alexander",RUS,2611,1973
69,"Tregubov, Pavel V.",RUS,2611,1971
70,"Milos, Gilberto",BRA,2610,1963
71,"Graf, Alexander",GER,2610,1962
72,"Hracek, Zbynek",CZE,2610,1970
73,"Nisipeanu, Liviu-Dieter",ROM,2609,1976
74,"Gulko, Boris F",USA,2608,1947
75,"Peng, Xiaomin",CHN,2607,1973
76,"Chuchelov, Vladimir",BEL,2607,1969
77,"Avrukh, Boris",ISR,2606,1978
78,"Gurevich, Mikhail",BEL,2605,1959
79,"Gyimesi, Zoltan",HUN,2605,1977
80,"Kaidanov, Gregory S",USA,2605,1959
81,"Asrian, Karen",ARM,2604,1980
82,"Luther, Thomas",GER,2604,1969
83,"Kobalija, Mihail",RUS,2603,1978
84,"Istratescu, Andrei",ROM,2603,1975
85,"Milov, Vadim",SUI,2602,1972
86,"Sokolov, Andrei",FRA,2602,1963
87,"Rozentalis, Eduardas",LTU,2601,1963
88,"Conquest, Stuart",ENG,2601,1967
89,"Eingorn, Vereslav S",UKR,2601,1956
90,"Andersson, Ulf",SWE,2601,1951
91,"Timman, Jan H",NED,2600,1951
92,"Hickl, Joerg",GER,2600,1965
93,"Najdoski, Toni",MKD,2600,1970
94,"Tiviakov, Sergei",NED,2599,1973
95,"Dorfman, Josif D",FRA,2599,1952
96,"Najer, Evgeniy",RUS,2599,1977
97,"Fedorov, Alexei",BLR,2599,1972
98,"Speelman, Jonathan S.",ENG,2596,1956
99,"Dominguez, Lenier",CUB,2596,1983
100,"Nunn, John D.M.",ENG,2595,1955
1,"Kasparov, Garry",RUS,2838,1963
2,"Kramnik, Vladimir",RUS,2809,1975
3,"Anand, Viswanathan",IND,2757,1969
4,"Adams, Michael",ENG,2742,1971
5,"Morozevich, Alexander",RUS,2742,1977
6,"Topalov, Veselin",BUL,2739,1975
7,"Ponomariov, Ruslan",UKR,2727,1983
8,"Ivanchuk, Vassily",UKR,2717,1969
9,"Shirov, Alexei",ESP,2715,1972
10,"Leko, Peter",HUN,2713,1979
11,"Gelfand, Boris",ISR,2708,1968
12,"Bareev, Evgeny",RUS,2707,1966
13,"Smirin, Ilia",ISR,2702,1968
14,"Van Wely, Loek",NED,2697,1972
15,"Kasimdzhanov, Rustam",UZB,2695,1979
16,"Karpov, Anatoly",RUS,2693,1951
17,"Svidler, Peter",RUS,2688,1976
18,"Khalifman, Alexander",RUS,2688,1966
19,"Lautier, Joel",FRA,2687,1973
20,"Dreev, Alexey",RUS,2683,1969
21,"Akopian, Vladimir",ARM,2680,1971
22,"Polgar, Judit (GM)</td><td>&nbsp;wg</td><td>&nbsp;HUN</td><td>&nbsp;2677</td><td>&nbsp;19</td><td>&nbsp;1976</td></tr><tr bgcolor=#ffffff><td width=10>&nbsp;23</a></td><td>&nbsp;Azmaiparashvili, Zurab",GEO,2676,1960
24,"Ye, Jiangchuan",CHN,2676,1960
25,"Grischuk, Alexander",RUS,2671,1983
26,"Short, Nigel D.",ENG,2663,1965
27,"Vaganian, Rafael A",ARM,2662,1951
28,"Sokolov, Ivan",BIH,2659,1968
29,"Piket, Jeroen",NED,2659,1969
30,"Sutovsky, Emil",ISR,2656,1977
31,"Zhang, Zhong",CHN,2656,1978
32,"Zvjaginsev, Vadim",RUS,2656,1976
33,"Georgiev, Kiril",BUL,2655,1965
34,"Onischuk, Alexander",UKR,2655,1975
35,"Rublevsky, Sergei",RUS,2655,1974
36,"Xu, Jun",CHN,2654,1962
37,"Nikolic, Predrag",BIH,2653,1960
38,"Bologan, Viktor",MDA,2651,1971
39,"Beliavsky, Alexander G",SLO,2649,1953
40,"Sakaev, Konstantin",RUS,2649,1974
41,"Bacrot, Etienne",FRA,2649,1983
42,"Malakhov, Vladimir",RUS,2647,1980
43,"Aleksandrov, Aleksej",BLR,2645,1973
44,"Lutz, Christopher",GER,2644,1971
45,"Almasi, Zoltan",HUN,2644,1976
46,"Seirawan, Yasser",USA,2644,1960
47,"Nielsen, Peter Heine",DEN,2642,1973
48,"Gurevich, Mikhail",BEL,2641,1959
49,"Motylev, Alexander",RUS,2639,1979
50,"Kharlov, Andrei",RUS,2638,1968
51,"Dautov, Rustem",GER,2636,1965
52,"Lputian, Smbat G",ARM,2634,1958
53,"Tkachiev, Vladislav",FRA,2634,1973
54,"Korchnoi, Viktor",SUI,2633,1931
55,"Krasenkow, Michal",POL,2632,1963
56,"Sadler, Matthew",ENG,2631,1974
57,"Goldin, Alexander",USA,2630,1964
58,"Lastin, Alexander",RUS,2630,1976
59,"Shipov, Sergei",RUS,2630,1966
60,"Vallejo Pons, Francisco",ESP,2629,1982
61,"Huebner, Robert Dr.",GER,2628,1948
62,"Tregubov, Pavel V.",RUS,2626,1971
63,"Filippov, Valerij",RUS,2625,1975
64,"Movsesian, Sergei",CZE,2624,1978
65,"Pigusov, Evgeny",RUS,2623,1961
66,"Kobalia, Mikhail",RUS,2620,1978
67,"Landa, Konstantin",RUS,2619,1972
68,"Jussupow, Artur",GER,2618,1960
69,"Tiviakov, Sergei",NED,2614,1973
70,"Sokolov, Andrei",FRA,2614,1963
71,"Hansen, Curt",DEN,2613,1964
72,"Macieja, Bartlomiej",POL,2612,1977
73,"Peng, Xiaomin",CHN,2611,1973
74,"Baklan, Vladimir",UKR,2609,1978
75,"Nisipeanu, Liviu-Dieter",ROM,2608,1976
76,"Rustemov, Alexander",RUS,2607,1973
77,"Kozul, Zdenko",CRO,2606,1966
78,"Gyimesi, Zoltan",HUN,2606,1977
79,"Shabalov, Alexander",USA,2606,1967
80,"Istratescu, Andrei",ROM,2605,1975
81,"Graf, Alexander",GER,2605,1962
82,"Timman, Jan H",NED,2605,1951
83,"Stefansson, Hannes",ISL,2604,1972
84,"Dorfman, Josif D",FRA,2602,1952
85,"Papaioannou, Ioannis",GRE,2601,1976
86,"Glek, Igor V.",GER,2601,1961
87,"Gulko, Boris F",USA,2601,1947
88,"Hickl, Joerg",GER,2601,1965
89,"Chuchelov, Vladimir",BEL,2600,1969
90,"Najdoski, Toni",MKD,2600,1970
91,"Epishin, Vladimir",RUS,2599,1965
92,"Najer, Evgeniy",RUS,2599,1977
93,"Radjabov, Teimour",AZE,2599,1987
94,"Asrian, Karen",ARM,2599,1980
95,"Eingorn, Vereslav S",UKR,2598,1956
96,"Rozentalis, Eduardas",LTU,2598,1963
97,"Andersson, Ulf",SWE,2598,1951
98,"Hodgson, Julian M.",ENG,2598,1963
99,"Portisch, Lajos",HUN,2596,1937
100,"Shulman, Yuri",BLR,2596,1975
101,"Magomedov, Magaram",RUS,2596,1966
102,"Kaidanov, Gregory S",USA,2596,1959
103,"Speelman, Jonathan S.",ENG,2596,1956
104,"Conquest, Stuart",ENG,2596,1967
1,"Kasparov, Garry",RUS,2838,1963
2,"Kramnik, Vladimir",RUS,2809,1975
3,"Anand, Viswanathan",IND,2752,1969
4,"Topalov, Veselin",BUL,2745,1975
5,"Adams, Michael",ENG,2744,1971
6,"Ponomariov, Ruslan",UKR,2743,1983
7,"Bareev, Evgeny",RUS,2724,1966
8,"Morozevich, Alexander",RUS,2718,1977
9,"Ivanchuk, Vassily",UKR,2711,1969
10,"Gelfand, Boris",ISR,2710,1968
11,"Leko, Peter",HUN,2707,1979
12,"Shirov, Alexei",ESP,2704,1972
13,"Grischuk, Alexander",RUS,2702,1983
14,"Khalifman, Alexander",RUS,2698,1966
15,"Karpov, Anatoly",RUS,2690,1951
16,"Svidler, Peter",RUS,2688,1976
17,"Smirin, Ilia",ISR,2685,1968
18,"Akopian, Vladimir",ARM,2678,1971
19,"Dreev, Alexey",RUS,2677,1969
20,"Polgar, Judit",HUN,2677,1976
21,"Azmaiparashvili, Zurab",GEO,2676,1960
22,"Ye, Jiangchuan",CHN,2676,1960
23,"Lautier, Joel",FRA,2675,1973
24,"Kasimdzhanov, Rustam",UZB,2674,1979
25,"Short, Nigel D.",ENG,2673,1965
26,"Vaganian, Rafael A",ARM,2664,1951
27,"Malakhov, Vladimir",RUS,2663,1980
28,"Beliavsky, Alexander G",SLO,2661,1953
29,"Sutovsky, Emil",ISR,2660,1977
30,"Piket, Jeroen",NED,2659,1969
31,"Rublevsky, Sergei",RUS,2657,1974
32,"Aleksandrov, Aleksej",BLR,2654,1973
33,"Georgiev, Kiril",BUL,2654,1965
34,"Xu, Jun",CHN,2654,1962
35,"Bacrot, Etienne",FRA,2653,1983
36,"Nikolic, Predrag",BIH,2653,1960
37,"Bologan, Viktor",MDA,2652,1971
38,"Almasi, Zoltan",HUN,2650,1976
39,"Sakaev, Konstantin",RUS,2649,1974
40,"Sokolov, Ivan",BIH,2647,1968
41,"Zvjaginsev, Vadim",RUS,2645,1976
42,"Lutz, Christopher",GER,2644,1971
43,"Van Wely, Loek",NED,2642,1972
44,"Onischuk, Alexander",USA,2641,1975
45,"Gurevich, Mikhail",BEL,2641,1959
46,"Krasenkow, Michal",POL,2641,1963
47,"Zhang, Zhong",CHN,2639,1978
48,"Vallejo Pons, Francisco",ESP,2638,1982
49,"Nielsen, Peter Heine",DEN,2636,1973
50,"Dautov, Rustem",GER,2636,1965
51,"Korchnoi, Viktor",SUI,2635,1931
52,"Hjartarson, Johann",ISL,2634,1963
53,"Lputian, Smbat G",ARM,2634,1958
54,"Sasikiran, Krishnan",IND,2633,1981
55,"Kharlov, Andrei",RUS,2633,1968
56,"Tkachiev, Vladislav",FRA,2633,1973
57,"Seirawan, Yasser",USA,2631,1960
58,"Sadler, Matthew",ENG,2631,1974
59,"Huebner, Robert Dr.",GER,2628,1948
60,"Tregubov, Pavel V.",RUS,2627,1971
61,"Tiviakov, Sergei",NED,2625,1973
62,"Movsesian, Sergei",CZE,2624,1978
63,"Graf, Alexander",GER,2623,1962
64,"Landa, Konstantin",RUS,2623,1972
65,"Pigusov, Evgeny",RUS,2623,1961
66,"Shabalov, Alexander",USA,2622,1967
67,"Motylev, Alexander",RUS,2622,1979
68,"Lastin, Alexander",RUS,2619,1976
69,"Goldin, Alexander",USA,2618,1964
70,"Baklan, Vladimir",UKR,2618,1978
71,"Jussupow, Artur",GER,2618,1960
72,"Kaidanov, Gregory S",USA,2616,1959
73,"Timman, Jan H",NED,2616,1951
74,"Shipov, Sergei",RUS,2613,1966
75,"Dorfman, Josif D",FRA,2613,1952
76,"Hansen, Curt",DEN,2613,1964
77,"Filippov, Valerij",RUS,2612,1975
78,"Vescovi, Giovanni",BRA,2611,1978
79,"Peng, Xiaomin",CHN,2611,1973
80,"Nisipeanu, Liviu-Dieter",ROU,2610,1976
81,"Radjabov, Teimour",AZE,2610,1987
82,"Volkov, Sergey",RUS,2609,1974
83,"Epishin, Vladimir",RUS,2606,1965
84,"Istratescu, Andrei",ROU,2606,1975
85,"Fressinet, Laurent",FRA,2606,1981
86,"Milov, Vadim",SUI,2606,1972
87,"Glek, Igor V.",GER,2605,1961
88,"Vladimirov, Evgeny",KAZ,2605,1957
89,"Gyimesi, Zoltan",HUN,2605,1977
90,"Sokolov, Andrei",FRA,2604,1963
91,"Andersson, Ulf",SWE,2604,1951
92,"Novikov, Igor A",USA,2603,1962
93,"Hickl, Joerg",GER,2602,1965
94,"Kobalia, Mikhail",RUS,2602,1978
95,"Bu, Xiangzhi",CHN,2601,1985
96,"Dominguez, Lenier",CUB,2601,1983
97,"Sermek, Drazen",SLO,2601,1969
98,"Korneev, Oleg",RUS,2599,1969
99,"Stefansson, Hannes",ISL,2598,1972
100,"Rustemov, Alexander",RUS,2598,1973
101,"Benjamin, Joel",USA,2598,1964
102,"Fedorov, Alexei",BLR,2598,1972
103,"Najer, Evgeniy",RUS,2598,1977
104,"Eingorn, Vereslav S",UKR,2598,1956
105,"Hodgson, Julian M.",ENG,2598,1963
1,"Kasparov, Garry",RUS,2838,1963
2,"Kramnik, Vladimir",RUS,2807,1975
3,"Anand, Viswanathan",IND,2755,1969
4,"Adams, Michael",ENG,2752,1971
5,"Topalov, Veselin",BUL,2745,1975
6,"Ponomariov, Ruslan",UKR,2743,1983
7,"Bareev, Evgeny",RUS,2726,1966
8,"Leko, Peter",HUN,2722,1979
9,"Morozevich, Alexander",RUS,2716,1977
10,"Ivanchuk, Vassily",UKR,2711,1969
11,"Gelfand, Boris",ISR,2710,1968
12,"Grischuk, Alexander",RUS,2702,1983
13,"Shirov, Alexei",ESP,2697,1972
14,"Svidler, Peter",RUS,2690,1976
15,"Khalifman, Alexander",RUS,2690,1966
16,"Akopian, Vladimir",ARM,2689,1971
17,"Karpov, Anatoly",RUS,2687,1951
18,"Short, Nigel D.",ENG,2682,1965
19,"Polgar, Judit (GM)</td><td>&nbsp;wg</td><td>&nbsp;HUN</td><td>&nbsp;2681</td><td>&nbsp;1</td><td>&nbsp;1976</td></tr><tr bgcolor=#f2f2f2><td width=10>&nbsp;20</a></td><td>&nbsp;Sokolov, Ivan",NED,2677,1968
21,"Smirin, Ilia",ISR,2676,1968
22,"Dreev, Alexey",RUS,2676,1969
23,"Azmaiparashvili, Zurab",GEO,2676,1960
24,"Ye, Jiangchuan",CHN,2676,1960
25,"Zvjaginsev, Vadim",RUS,2673,1976
26,"Almasi, Zoltan",HUN,2672,1976
27,"Malakhov, Vladimir",RUS,2668,1980
28,"Vaganian, Rafael A",ARM,2667,1951
29,"Lautier, Joel",FRA,2663,1973
30,"Krasenkow, Michal",POL,2662,1963
31,"Nikolic, Predrag",BIH,2661,1960
32,"Georgiev, Kiril",MKD,2658,1965
33,"Sutovsky, Emil",ISR,2658,1977
34,"Rublevsky, Sergei",RUS,2658,1974
35,"Lutz, Christopher",GER,2655,1971
36,"Movsesian, Sergei",SVK,2654,1978
37,"Xu, Jun",CHN,2654,1962
38,"Bacrot, Etienne",FRA,2653,1983
39,"Kasimdzhanov, Rustam",UZB,2653,1979
40,"Beliavsky, Alexander G",SLO,2652,1953
41,"Vallejo Pons, Francisco",ESP,2652,1982
42,"Sasikiran, Krishnan",IND,2650,1981
43,"Gurevich, Mikhail",BEL,2649,1959
44,"Sakaev, Konstantin",RUS,2647,1974
45,"Aleksandrov, Aleksej",BLR,2646,1973
46,"Piket, Jeroen",NED,2646,1969
47,"Van Wely, Loek",NED,2645,1972
48,"Onischuk, Alexander",USA,2644,1975
49,"Epishin, Vladimir",RUS,2643,1965
50,"Kaidanov, Gregory S",USA,2638,1959
51,"Zhang, Zhong",CHN,2637,1978
52,"Volkov, Sergey",RUS,2636,1974
53,"Motylev, Alexander",RUS,2634,1979
54,"Huebner, Robert Dr.",GER,2634,1948
55,"Hjartarson, Johann",ISL,2634,1963
56,"Bologan, Viktor",MDA,2631,1971
57,"Tiviakov, Sergei",NED,2628,1973
58,"Lputian, Smbat G",ARM,2627,1958
59,"Korchnoi, Viktor",SUI,2626,1931
60,"Nielsen, Peter Heine",DEN,2626,1973
61,"Kobalia, Mikhail",RUS,2625,1978
62,"Hansen, Curt",DEN,2625,1964
63,"Tkachiev, Vladislav",FRA,2625,1973
64,"Lastin, Alexander",RUS,2625,1976
65,"Graf, Alexander",GER,2624,1962
66,"Shabalov, Alexander",USA,2624,1967
67,"Sadler, Matthew",ENG,2624,1974
68,"Timman, Jan H",NED,2623,1951
69,"Pigusov, Evgeny",RUS,2622,1961
70,"Istratescu, Andrei",ROM,2622,1975
71,"Landa, Konstantin",RUS,2621,1972
72,"Fressinet, Laurent",FRA,2619,1981
73,"Jussupow, Artur",GER,2618,1960
74,"Radjabov, Teimour",AZE,2618,1987
75,"Seirawan, Yasser",USA,2618,1960
76,"Dautov, Rustem",GER,2617,1965
77,"Dorfman, Josif D",FRA,2617,1952
78,"Filippov, Valerij",RUS,2615,1975
79,"Baklan, Vladimir",UKR,2614,1978
80,"Dominguez, Lenier",CUB,2613,1983
81,"Nisipeanu, Liviu-Dieter",ROM,2613,1976
82,"Shipov, Sergei",RUS,2613,1966
83,"Nunn, John D.M.",ENG,2611,1955
84,"Vescovi, Giovanni",BRA,2611,1978
85,"Kharlov, Andrei",RUS,2609,1968
86,"Goldin, Alexander",USA,2609,1964
87,"Hodgson, Julian M.",ENG,2608,1963
88,"Benjamin, Joel",USA,2608,1964
89,"Macieja, Bartlomiej",POL,2607,1977
90,"Eingorn, Vereslav S",UKR,2604,1956
91,"Kazhgaleyev, Murtas",KAZ,2604,1973
92,"Sermek, Drazen",SLO,2603,1969
93,"Ftacnik, Lubomir",SVK,2602,1957
94,"Van Den Doel, Erik",NED,2602,1979
95,"Milov, Vadim",SUI,2602,1972
96,"Hickl, Joerg",GER,2602,1965
97,"Bu, Xiangzhi",CHN,2602,1985
98,"Peng, Xiaomin",CHN,2602,1973
99,"Novikov, Igor A",USA,2601,1962
100,"Hracek, Zbynek",CZE,2600,1970
101,"Ehlvest, Jaan",EST,2600,1962
1,"Kasparov, Garry",RUS,2836,1963
2,"Kramnik, Vladimir",RUS,2809,1975
3,"Anand, Viswanathan",IND,2755,1969
4,"Adams, Michael",ENG,2745,1971
5,"Topalov, Veselin",BUL,2743,1975
6,"Leko, Peter",HUN,2743,1979
7,"Ponomariov, Ruslan",UKR,2743,1983
8,"Bareev, Evgeny",RUS,2737,1966
9,"Ivanchuk, Vassily",UKR,2709,1969
10,"Morozevich, Alexander",RUS,2707,1977
11,"Gelfand, Boris",ISR,2704,1968
12,"Grischuk, Alexander",RUS,2702,1983
13,"Shirov, Alexei",ESP,2699,1972
14,"Khalifman, Alexander",RUS,2690,1966
15,"Svidler, Peter",RUS,2690,1976
16,"Akopian, Vladimir",ARM,2689,1971
17,"Karpov, Anatoly",RUS,2688,1951
18,"Polgar, Judit (GM)</td><td>&nbsp;wg</td><td>&nbsp;HUN</td><td>&nbsp;2685</td><td>&nbsp;2</td><td>&nbsp;1976</td></tr><tr bgcolor=#ffffff><td width=10>&nbsp;19</a></td><td>&nbsp;Sokolov, Ivan",NED,2684,1968
20,"Short, Nigel D.",ENG,2684,1965
21,"Smirin, Ilia",ISR,2683,1968
22,"Van Wely, Loek",NED,2681,1972
23,"Zvjaginsev, Vadim",RUS,2680,1976
24,"Dreev, Alexey",RUS,2673,1969
25,"Almasi, Zoltan",HUN,2672,1976
26,"Sasikiran, Krishnan",IND,2670,1981
27,"Malakhov, Vladimir",RUS,2670,1980
28,"Vaganian, Rafael A",ARM,2667,1951
29,"Ye, Jiangchuan",CHN,2667,1960
30,"Azmaiparashvili, Zurab",GEO,2666,1960
31,"Lautier, Joel",FRA,2665,1973
32,"Rublevsky, Sergei",RUS,2664,1974
33,"Nikolic, Predrag",BIH,2661,1960
34,"Georgiev, Kiril",MKD,2658,1965
35,"Sutovsky, Emil",ISR,2657,1977
36,"Bacrot, Etienne",FRA,2653,1983
37,"Kasimdzhanov, Rustam",UZB,2653,1979
38,"Krasenkow, Michal",POL,2651,1963
39,"Movsesian, Sergei",SVK,2651,1978
40,"Beliavsky, Alexander G",SLO,2650,1953
41,"Onischuk, Alexander",USA,2649,1975
42,"Sakaev, Konstantin",RUS,2647,1974
43,"Kaidanov, Gregory S",USA,2646,1959
44,"Piket, Jeroen",NED,2646,1969
45,"Lutz, Christopher",GER,2645,1971
46,"Xu, Jun",CHN,2643,1962
47,"Volkov, Sergey",RUS,2642,1974
48,"Huebner, Robert Dr.",GER,2640,1948
49,"Graf, Alexander",GER,2635,1962
50,"Vallejo Pons, Francisco",ESP,2635,1982
51,"Gurevich, Mikhail",BEL,2634,1959
52,"Korchnoi, Viktor",SUI,2634,1931
53,"Hjartarson, Johann",ISL,2634,1963
54,"Motylev, Alexander",RUS,2634,1979
55,"Landa, Konstantin",RUS,2632,1972
56,"Tkachiev, Vladislav",FRA,2632,1973
57,"Tiviakov, Sergei",NED,2631,1973
58,"Goldin, Alexander",USA,2630,1964
59,"Seirawan, Yasser",USA,2629,1960
60,"Epishin, Vladimir",RUS,2628,1965
61,"Radjabov, Teimour",AZE,2628,1987
62,"Bologan, Viktor",MDA,2627,1971
63,"Lputian, Smbat G",ARM,2627,1958
64,"Kobalia, Mikhail",RUS,2625,1978
65,"Lastin, Alexander",RUS,2625,1976
66,"Sadler, Matthew",ENG,2624,1974
67,"Jussupow, Artur",GER,2622,1960
68,"Pigusov, Evgeny",RUS,2622,1961
69,"Shabalov, Alexander",USA,2621,1967
70,"Aleksandrov, Aleksej",BLR,2621,1973
71,"Milov, Vadim",SUI,2620,1972
72,"Nielsen, Peter Heine",DEN,2620,1973
73,"Zhang, Zhong",CHN,2620,1978
74,"Fressinet, Laurent",FRA,2619,1981
75,"Dautov, Rustem",GER,2617,1965
76,"Dorfman, Josif D",FRA,2617,1952
77,"Macieja, Bartlomiej",POL,2615,1977
78,"Istratescu, Andrei",ROM,2615,1975
79,"Filippov, Valerij",RUS,2615,1975
80,"Vescovi, Giovanni",BRA,2614,1978
81,"Bruzon, Lazaro",CUB,2613,1982
82,"Nisipeanu, Liviu-Dieter",ROM,2613,1976
83,"Nunn, John D.M.",ENG,2611,1955
84,"Hansen, Curt",DEN,2610,1964
85,"Benjamin, Joel",USA,2609,1964
86,"Dominguez, Lenier",CUB,2608,1983
87,"Hodgson, Julian M.",ENG,2608,1963
88,"Baklan, Vladimir",UKR,2607,1978
89,"Agrest, Evgenij",SWE,2607,1966
90,"Hracek, Zbynek",CZE,2607,1970
91,"Kharlov, Andrei",RUS,2606,1968
92,"Hickl, Joerg",GER,2605,1965
93,"Shipov, Sergei",RUS,2604,1966
94,"Kazhgaleyev, Murtas",KAZ,2604,1973
95,"Ftacnik, Lubomir",SVK,2603,1957
96,"Khenkin, Igor",GER,2603,1968
97,"Peng, Xiaomin",CHN,2602,1973
98,"Neverov, Valeriy",UKR,2601,1964
99,"Giorgadze, Giorgi",GEO,2601,1964
100,"Bu, Xiangzhi",CHN,2601,1985
101,"Ehlvest, Jaan",EST,2600,1962
102,"Eingorn, Vereslav S",UKR,2600,1956
1,"Kasparov, Garry",RUS,2847,1963
2,"Kramnik, Vladimir",RUS,2809,1975
3,"Anand, Viswanathan",IND,2753,1969
4,"Topalov, Veselin",BUL,2743,1975
5,"Leko, Peter",HUN,2736,1979
6,"Adams, Michael",ENG,2734,1971
7,"Ponomariov, Ruslan",UKR,2734,1983
8,"Bareev, Evgeny",RUS,2729,1966
9,"Shirov, Alexei",ESP,2723,1972
10,"Grischuk, Alexander",RUS,2712,1983
11,"Akopian, Vladimir",ARM,2703,1971
12,"Khalifman, Alexander",RUS,2702,1966
13,"Polgar, Judit (GM)</td><td>&nbsp;wg</td><td>&nbsp;HUN</td><td>&nbsp;2700</td><td>&nbsp;25</td><td>&nbsp;1976</td></tr><tr bgcolor=#f2f2f2><td width=10>&nbsp;14</a></td><td>&nbsp;Gelfand, Boris",ISR,2700,1968
15,"Ivanchuk, Vassily",UKR,2699,1969
16,"Svidler, Peter",RUS,2693,1976
17,"Short, Nigel D.",ENG,2690,1965
18,"Dreev, Alexey",RUS,2690,1969
19,"Sokolov, Ivan",NED,2688,1968
20,"Karpov, Anatoly",RUS,2688,1951
21,"Ye, Jiangchuan",CHN,2682,1960
22,"Azmaiparashvili, Zurab",GEO,2678,1960
23,"Morozevich, Alexander",RUS,2678,1977
24,"Malakhov, Vladimir",RUS,2677,1980
25,"Kasimdzhanov, Rustam",UZB,2676,1979
26,"Almasi, Zoltan",HUN,2676,1976
27,"Bacrot, Etienne",FRA,2671,1983
28,"Zvjaginsev, Vadim",RUS,2671,1976
29,"Lautier, Joel",FRA,2670,1973
30,"Van Wely, Loek",NED,2668,1972
31,"Vaganian, Rafael A",ARM,2667,1951
32,"Sasikiran, Krishnan",IND,2664,1981
33,"Smirin, Ilia",ISR,2664,1968
34,"Movsesian, Sergei",SVK,2663,1978
35,"Onischuk, Alexander",USA,2658,1975
36,"Georgiev, Kiril",MKD,2654,1965
37,"Sutovsky, Emil",ISR,2651,1977
38,"Landa, Konstantin",RUS,2649,1972
39,"Beliavsky, Alexander G",SLO,2649,1953
40,"Piket, Jeroen",NED,2646,1969
41,"Sakaev, Konstantin",RUS,2645,1974
42,"Rublevsky, Sergei",RUS,2644,1974
43,"Korchnoi, Viktor",SUI,2642,1931
44,"Tkachiev, Vladislav",FRA,2642,1973
45,"Lutz, Christopher",GER,2640,1971
46,"Motylev, Alexander",RUS,2640,1979
47,"Nikolic, Predrag",BIH,2638,1960
48,"Lputian, Smbat G",ARM,2638,1958
49,"Lastin, Alexander",RUS,2636,1976
50,"Seirawan, Yasser",USA,2636,1960
51,"Tiviakov, Sergei",NED,2635,1973
52,"Kobalia, Mikhail",RUS,2635,1978
53,"Gurevich, Mikhail",BEL,2634,1959
54,"Hjartarson, Johann",ISL,2634,1963
55,"Aleksandrov, Aleksej",BLR,2633,1973
56,"Krasenkow, Michal",POL,2633,1963
57,"Bologan, Viktor",MDA,2630,1971
58,"Graf, Alexander",GER,2630,1962
59,"Vallejo Pons, Francisco",ESP,2629,1982
60,"Macieja, Bartlomiej",POL,2629,1977
61,"Kaidanov, Gregory S",USA,2629,1959
62,"Xu, Jun",CHN,2626,1962
63,"Epishin, Vladimir",RUS,2626,1965
64,"Huebner, Robert Dr.",GER,2625,1948
65,"Khenkin, Igor",GER,2624,1968
66,"Zhang, Zhong",CHN,2624,1978
67,"Volkov, Sergey",RUS,2624,1974
68,"Radjabov, Teimour",AZE,2624,1987
69,"Pelletier, Yannick",SUI,2624,1976
70,"Sadler, Matthew",ENG,2624,1974
71,"Granda Zuniga, Julio E",PER,2623,1967
72,"Acs, Peter",HUN,2623,1981
73,"Goldin, Alexander",USA,2621,1964
74,"Nielsen, Peter Heine",DEN,2620,1973
75,"Ftacnik, Lubomir",SVK,2616,1957
76,"Filippov, Valerij",RUS,2616,1975
77,"Hamdouchi, Hichem",MAR,2615,1972
78,"Pigusov, Evgeny",RUS,2615,1961
79,"Alekseev, Evgeny",RUS,2614,1985
80,"Korneev, Oleg",RUS,2613,1969
81,"Bruzon, Lazaro",CUB,2613,1982
82,"Shabalov, Alexander",USA,2613,1967
83,"Tregubov, Pavel V.",RUS,2612,1971
84,"Nunn, John D.M.",ENG,2611,1955
85,"Aronian, Levon",ARM,2610,1982
86,"Dorfman, Josif D",FRA,2610,1952
87,"Hansen, Curt",DEN,2610,1964
88,"Hodgson, Julian M.",ENG,2608,1963
89,"Baklan, Vladimir",UKR,2605,1978
90,"Dautov, Rustem",GER,2604,1965
91,"Eingorn, Vereslav S",UKR,2604,1956
92,"Rustemov, Alexander",RUS,2604,1973
93,"Kazhgaleyev, Murtas",KAZ,2604,1973
94,"Shipov, Sergei",RUS,2604,1966
95,"Dominguez, Lenier",CUB,2602,1983
96,"Hracek, Zbynek",CZE,2601,1970
97,"Giorgadze, Giorgi",GEO,2601,1964
98,"Ehlvest, Jaan",EST,2600,1962
99,"Novikov, Igor A",USA,2598,1962
100,"Najdoski, Toni",MKD,2598,1970
1,"Kasparov, Garry",RUS,2830,1963
2,"Kramnik, Vladimir",RUS,2789,1975
3,"Anand, Viswanathan",IND,2764,1969
4,"Leko, Peter",HUN,2746,1979
5,"Shirov, Alexei",ESP,2735,1972
6,"Topalov, Veselin",BUL,2735,1975
7,"Bareev, Evgeny",RUS,2734,1966
8,"Adams, Michael",ENG,2723,1971
9,"Ponomariov, Ruslan",UKR,2718,1983
10,"Polgar, Judit (GM)</td><td>&nbsp;wg</td><td>&nbsp;HUN</td><td>&nbsp;2715</td><td>&nbsp;13</td><td>&nbsp;1976</td></tr><tr bgcolor=#ffffff><td width=10>&nbsp;11</a></td><td>&nbsp;Svidler, Peter",RUS,2713,1976
12,"Ivanchuk, Vassily",UKR,2704,1969
13,"Akopian, Vladimir",ARM,2703,1971
14,"Khalifman, Alexander",RUS,2702,1966
15,"Grischuk, Alexander",RUS,2701,1983
16,"Gelfand, Boris",ISR,2700,1968
17,"Dreev, Alexey",RUS,2695,1969
